'0', '1467821085', 'Mon Apr 06 22:22:26 PDT 2009', 'NO_QUERY', 'crzy_cdn_bulas', 'our duck and chicken are taking wayyy too long to hatch '
'0', '1467821338', 'Mon Apr 06 22:22:30 PDT 2009', 'NO_QUERY', 'justnetgirl', 'Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. '
'0', '1467821455', 'Mon Apr 06 22:22:32 PDT 2009', 'NO_QUERY', 'CiaraRenee', 'I need a hug '
'0', '1467821715', 'Mon Apr 06 22:22:37 PDT 2009', 'NO_QUERY', 'deelau', '@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! '
'0', '1467822384', 'Mon Apr 06 22:22:47 PDT 2009', 'NO_QUERY', 'Lindsey0920', '@oanhLove I hate when that happens... '
'0', '1467822389', 'Mon Apr 06 22:22:47 PDT 2009', 'NO_QUERY', 'HybridMink', "I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm"
'0', '1467822519', 'Mon Apr 06 22:22:49 PDT 2009', 'NO_QUERY', 'gzacher', 'Ugh....92 degrees tomorrow '
'0', '1467822522', 'Mon Apr 06 22:22:49 PDT 2009', 'NO_QUERY', 'Jenn_L', 'Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.'
'0', '1467822687', 'Mon Apr 06 22:22:52 PDT 2009', 'NO_QUERY', 'xVivaLaJuicyx', "@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?"
'0', '1467822918', 'Mon Apr 06 22:22:55 PDT 2009', 'NO_QUERY', 'krbleyle', 'just leaving the parking lot of work! '
'0', '1467823437', 'Mon Apr 06 22:23:03 PDT 2009', 'NO_QUERY', 'xpika', 'The Life is cool. But not for Me. '
'0', '1467823770', 'Mon Apr 06 22:23:08 PDT 2009', 'NO_QUERY', 'Henkuyinepu', "Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
'0', '1467823851', 'Mon Apr 06 22:23:09 PDT 2009', 'NO_QUERY', 'ericg622', 'I had such a nice day. Too bad the rain comes in tomorrow at 5am '
'0', '1467824199', 'Mon Apr 06 22:23:15 PDT 2009', 'NO_QUERY', 'adri_mane', "@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks "
'0', '1467824664', 'Mon Apr 06 22:23:23 PDT 2009', 'NO_QUERY', 'a_mariepyt', 'Damm back to school tomorrow '
'0', '1467824967', 'Mon Apr 06 22:23:28 PDT 2009', 'NO_QUERY', 'playboybacon', "Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?"
'0', '1467825003', 'Mon Apr 06 22:23:28 PDT 2009', 'NO_QUERY', 'leslierosales', '@katortiz  Not forever... See you soon!'
'0', '1467825084', 'Mon Apr 06 22:23:30 PDT 2009', 'NO_QUERY', 'PresidentSnow', '@Lt_Algonquin agreed, I saw the failwhale allllll day today. '
'0', '1467825411', 'Mon Apr 06 22:23:35 PDT 2009', 'NO_QUERY', 'michrod', "@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!"
'0', '1467825642', 'Mon Apr 06 22:23:39 PDT 2009', 'NO_QUERY', 'timmelko', "@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!"
'0', '1467825863', 'Mon Apr 06 22:23:43 PDT 2009', 'NO_QUERY', 'BrookeAmanda', 'i really hate how people diss my bands!  Trace is clearly NOT ugly!'
'0', '1467825883', 'Mon Apr 06 22:23:43 PDT 2009', 'NO_QUERY', 'deelau', 'Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.'
'0', '1467826052', 'Mon Apr 06 22:23:45 PDT 2009', 'NO_QUERY', 'paulseverio', "Why won't you show my location?!   http://twitpic.com/2y2es"
'0', '1467833672', 'Mon Apr 06 22:25:44 PDT 2009', 'NO_QUERY', 'iv3tte', 'No picnic  my phone smells like citrus.'
'0', '1467833690', 'Mon Apr 06 22:25:44 PDT 2009', 'NO_QUERY', 'fedunska', "@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. "
'0', '1467833736', 'Mon Apr 06 22:25:45 PDT 2009', 'NO_QUERY', 'MagicalMason', 'No new csi tonight.  FML'
'0', '1467833799', 'Mon Apr 06 22:25:46 PDT 2009', 'NO_QUERY', 'kaelaaa', 'i think my arms are sore from tennis '
'0', '1467834001', 'Mon Apr 06 22:25:49 PDT 2009', 'NO_QUERY', 'emo_holic', 'wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . '
'0', '1467834053', 'Mon Apr 06 22:25:52 PDT 2009', 'NO_QUERY', 'thelazyboy', 'sleep soon... i just hate saying bye and see you tomorrow for the night. '
'0', '1467834227', 'Mon Apr 06 22:25:53 PDT 2009', 'NO_QUERY', 'driveaway2008', '@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine '
'0', '1467834239', 'Mon Apr 06 22:25:53 PDT 2009', 'NO_QUERY', 'mscha', "missin' the boo "
'0', '1467834265', 'Mon Apr 06 22:25:54 PDT 2009', 'NO_QUERY', 'mike_webster_au', '@markhardy1974 Me too  #itm'
'0', '1467834284', 'Mon Apr 06 22:25:54 PDT 2009', 'NO_QUERY', 'basiabeans', "Damn... I don't have any chalk! MY CHALKBOARD IS USELESS "
'0', '1467834400', 'Mon Apr 06 22:25:56 PDT 2009', 'NO_QUERY', 'calihonda2001', "had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too "
'0', '1467834817', 'Mon Apr 06 22:26:02 PDT 2009', 'NO_QUERY', 'djwayneski', '@msdrama hey missed ya at the meeting  sup mama'
'0', '1467835085', 'Mon Apr 06 22:26:06 PDT 2009', 'NO_QUERY', 'Ceejison', "My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
'0', '1467835198', 'Mon Apr 06 22:26:08 PDT 2009', 'NO_QUERY', 'ItsBrigittaYo', 'why is it always the fat ones?! '
'0', '1467835305', 'Mon Apr 06 22:26:10 PDT 2009', 'NO_QUERY', 'MissLaura317', "@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*"
'0', '1467835345', 'Mon Apr 06 22:26:10 PDT 2009', 'NO_QUERY', 'RU_it_girl', '@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad '
'0', '1467835577', 'Mon Apr 06 22:26:14 PDT 2009', 'NO_QUERY', 'viviana09', "wednesday my b-day! don't know what 2 do!! "
'0', '1467835880', 'Mon Apr 06 22:26:18 PDT 2009', 'NO_QUERY', 'disneyfan4eva', 'Poor cameron (the hills) '
'0', '1467836024', 'Mon Apr 06 22:26:21 PDT 2009', 'NO_QUERY', 'RoseMaryK', 'pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache '
'0', '1467836111', 'Mon Apr 06 22:26:22 PDT 2009', 'NO_QUERY', 'perrohunter', '@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike'
'0', '1467836448', 'Mon Apr 06 22:26:27 PDT 2009', 'NO_QUERY', 'Dogbook', 'Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435'
'0', '1467836500', 'Mon Apr 06 22:26:28 PDT 2009', 'NO_QUERY', 'natalieantipas', "so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL....."
'0', '1467836576', 'Mon Apr 06 22:26:29 PDT 2009', 'NO_QUERY', 'timdonnelly', "hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
'0', '1467836583', 'Mon Apr 06 22:26:29 PDT 2009', 'NO_QUERY', 'homeworld', "@stark YOU don't follow me, either  and i work for you!"
'0', '1467836859', 'Mon Apr 06 22:26:33 PDT 2009', 'NO_QUERY', 'willy_chaz', 'A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.'
'0', '1467836873', 'Mon Apr 06 22:26:33 PDT 2009', 'NO_QUERY', 'LeakySpoon', ' Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji'
'0', '1467837189', 'Mon Apr 06 22:26:38 PDT 2009', 'NO_QUERY', 'cityrat59', '@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... '
'0', '1467837384', 'Mon Apr 06 22:26:42 PDT 2009', 'NO_QUERY', 'kenandise', 'Behind on my classes for work '
'0', '1467837470', 'Mon Apr 06 22:26:43 PDT 2009', 'NO_QUERY', 'annette414', 'watching &quot;House&quot; '
'0', '1467837579', 'Mon Apr 06 22:26:45 PDT 2009', 'NO_QUERY', 'blackheartbunny', '@kpreyes Remember my bum leg? Strikes back this time its serious '
'0', '1467837602', 'Mon Apr 06 22:26:45 PDT 2009', 'NO_QUERY', 'GetGary', '@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls '
'0', '1467837762', 'Mon Apr 06 22:26:48 PDT 2009', 'NO_QUERY', 'Dogbook', 'Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014'
'0', '1467837819', 'Mon Apr 06 22:26:49 PDT 2009', 'NO_QUERY', 'SimoniNicole', 'would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?'
'0', '1467837888', 'Mon Apr 06 22:26:52 PDT 2009', 'NO_QUERY', 'wireandroses', "@Henkuyinepu it's overrated "
'0', '1467838188', 'Mon Apr 06 22:26:54 PDT 2009', 'NO_QUERY', 'jess_higley', '@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times '
'0', '1467838189', 'Mon Apr 06 22:26:54 PDT 2009', 'NO_QUERY', 'missannabanana', 'laying in bed with no voice.. '
'0', '1467838362', 'Mon Apr 06 22:26:57 PDT 2009', 'NO_QUERY', 'Zella17', "I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy"
'0', '1467838419', 'Mon Apr 06 22:27:00 PDT 2009', 'NO_QUERY', 'polarna10', '@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.'
'0', '1467838433', 'Mon Apr 06 22:26:58 PDT 2009', 'NO_QUERY', 'megan_rice', "@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
'0', '1467838630', 'Mon Apr 06 22:27:02 PDT 2009', 'NO_QUERY', 'ashleyirvin', '@salancaster  hope your ok.'
'0', '1467839007', 'Mon Apr 06 22:27:08 PDT 2009', 'NO_QUERY', 'eyezup', "@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love"
'0', '1467839405', 'Mon Apr 06 22:27:15 PDT 2009', 'NO_QUERY', 'Jonas_Dreamgirl', '@HibaNick yeah aw but i know i wudnt stand a chance '
'0', '1467839450', 'Mon Apr 06 22:27:16 PDT 2009', 'NO_QUERY', 'BreannaBonana', 'ugh. cant sleep. its 1:30am. '
'0', '1467839477', 'Mon Apr 06 22:27:16 PDT 2009', 'NO_QUERY', 'becklyn13', "Hanging in Crooners. Wanna sing. Can't. Sucks. "
'0', '1467839586', 'Mon Apr 06 22:27:18 PDT 2009', 'NO_QUERY', 'sonyolmos', '@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! '
'0', '1467839737', 'Mon Apr 06 22:27:21 PDT 2009', 'NO_QUERY', 'JenBah', "Is pissed off that there's no ASBA's for a radio station. "
'0', '1467839816', 'Mon Apr 06 22:27:22 PDT 2009', 'NO_QUERY', 'viviana09', "wednesday my b-day n don't know what 2 do!  "
'0', '1467840016', 'Mon Apr 06 22:27:25 PDT 2009', 'NO_QUERY', 'BustaBusta', 'I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. '
'0', '1467840386', 'Mon Apr 06 22:27:31 PDT 2009', 'NO_QUERY', 'MadameCrow', 'I am in pain. My back and sides hurt. Not to mention crying is made of fail. '
'0', '1467840552', 'Mon Apr 06 22:27:34 PDT 2009', 'NO_QUERY', 'weefranniev', "Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
'0', '1467840629', 'Mon Apr 06 22:27:35 PDT 2009', 'NO_QUERY', 'ikimmyy', "@allyheman but.. but.. but.. I'm not a big fan on camilla belle "
'0', '1467841189', 'Mon Apr 06 22:27:45 PDT 2009', 'NO_QUERY', 'yolie81', "@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
'0', '1467841204', 'Mon Apr 06 22:27:45 PDT 2009', 'NO_QUERY', 'spacks', "This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done "
'0', '1467841832', 'Mon Apr 06 22:27:55 PDT 2009', 'NO_QUERY', 'bgoers', "I'm so cold "
'0', '1467841885', 'Mon Apr 06 22:27:56 PDT 2009', 'NO_QUERY', 'MissPassion', "@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow "
'0', '1467841897', 'Mon Apr 06 22:27:56 PDT 2009', 'NO_QUERY', 'aaronrothe', '@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff'
'0', '1467841969', 'Mon Apr 06 22:27:57 PDT 2009', 'NO_QUERY', 'ilikeoreos', 'Hoping the tummy rumbles go away soon '
'0', '1467842107', 'Mon Apr 06 22:28:02 PDT 2009', 'NO_QUERY', 'wiccabuffy', "@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. "
'0', '1467842299', 'Mon Apr 06 22:28:03 PDT 2009', 'NO_QUERY', 'HiKeri', 'almost bedtime '
'0', '1467842377', 'Mon Apr 06 22:28:04 PDT 2009', 'NO_QUERY', 'bnr0201', "I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart"
'0', '1467842448', 'Mon Apr 06 22:28:05 PDT 2009', 'NO_QUERY', 'R_Boucher', 'Agh...snow!!! '
'0', '1467842568', 'Mon Apr 06 22:28:07 PDT 2009', 'NO_QUERY', 'josiahmcdermott', 'i miss kenny powers '
'0', '1467842607', 'Mon Apr 06 22:28:09 PDT 2009', 'NO_QUERY', 'VanessaSingline', "@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget "
'0', '1467842832', 'Mon Apr 06 22:28:11 PDT 2009', 'NO_QUERY', 'varunkumar', '...and, India missed out its 100th Test victory n 10th consecutive win without a loss. '
'0', '1467842837', 'Mon Apr 06 22:28:11 PDT 2009', 'NO_QUERY', 'JenniOnTheBlock', "@JonathanRKnight I guess that's a no then. "
'0', '1467843075', 'Mon Apr 06 22:28:15 PDT 2009', 'NO_QUERY', 'darkninja757', 'sadly is going to bed. '
'0', '1467843215', 'Mon Apr 06 22:28:18 PDT 2009', 'NO_QUERY', 'mikecogh', '@ozesteph1992 Shame to hear this Stephan '
'0', '1467843470', 'Mon Apr 06 22:28:21 PDT 2009', 'NO_QUERY', 'KandiConnection', "@mrsaintnick hey! i'm leavin in the morning... "
'0', '1467843568', 'Mon Apr 06 22:28:23 PDT 2009', 'NO_QUERY', 'joechummer', 'Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left '
'0', '1467843624', 'Mon Apr 06 22:28:24 PDT 2009', 'NO_QUERY', 'kellireneez', 'laid around too much today... now my head hurts '
'0', '1467843647', 'Mon Apr 06 22:28:24 PDT 2009', 'NO_QUERY', 'treehugger25', "@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books."
'0', '1467843734', 'Mon Apr 06 22:28:26 PDT 2009', 'NO_QUERY', 'chatpataa', 'my nokia 1110 died..  '
'0', '1467843740', 'Mon Apr 06 22:28:26 PDT 2009', 'NO_QUERY', 'ThisStoutjunt', "My mom might have breast cancer won't find out anything for. Like a week I'm so worried! "
'0', '1467844097', 'Mon Apr 06 22:28:33 PDT 2009', 'NO_QUERY', 'sew_cute', 'Going to sleep. Hoping tomorrow is a better day. '
'0', '1467844140', 'Mon Apr 06 22:28:32 PDT 2009', 'NO_QUERY', 'Twokids1', '@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too'
'0', '1467844157', 'Mon Apr 06 22:28:32 PDT 2009', 'NO_QUERY', 'AKyarnie', '@onemoreproject that is lame '
'0', '1467844505', 'Mon Apr 06 22:28:38 PDT 2009', 'NO_QUERY', 'luimoral85', "I don't understand... I really don't "
'0', '1467844540', 'Mon Apr 06 22:28:38 PDT 2009', 'NO_QUERY', 'ceironous', "HEROES just isn't doing it for me this season... "
'0', '1467844907', 'Mon Apr 06 22:28:45 PDT 2009', 'NO_QUERY', 'brandonmcb', "Living not downtown sure isn't much fun.  "
'0', '1467845095', 'Mon Apr 06 22:28:48 PDT 2009', 'NO_QUERY', 'mannyrique', '@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!'
'0', '1467845157', 'Mon Apr 06 22:28:51 PDT 2009', 'NO_QUERY', 'styletrain', 'Man Work is Hard '
'0', '1467852031', 'Mon Apr 06 22:30:34 PDT 2009', 'NO_QUERY', 'kscud', 'getting sick  time for some hot tea, studying, and then sleeeep'
'0', '1467852067', 'Mon Apr 06 22:30:34 PDT 2009', 'NO_QUERY', 'kirstenj0y', 'Getting eyebrows waxed. More pain '
'0', '1467852789', 'Mon Apr 06 22:30:45 PDT 2009', 'NO_QUERY', 'marculus', 'No phantasy star yesterday  going to work...'
'0', '1467853135', 'Mon Apr 06 22:30:50 PDT 2009', 'NO_QUERY', 'andrewofthediaz', "Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well "
'0', '1467853356', 'Mon Apr 06 22:30:54 PDT 2009', 'NO_QUERY', 'dbmendel', "Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too "
'0', '1467853431', 'Mon Apr 06 22:30:55 PDT 2009', 'NO_QUERY', 'erks', 'is alone downstairs...working '
'0', '1467853479', 'Mon Apr 06 22:30:56 PDT 2009', 'NO_QUERY', 'ringleaderkanon', 'I feel bad for doing it '
'0', '1467854062', 'Mon Apr 06 22:31:05 PDT 2009', 'NO_QUERY', 'babibabs', "@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
'0', '1467854345', 'Mon Apr 06 22:31:09 PDT 2009', 'NO_QUERY', 'ace587', '@pinkserendipity yes sprint has 4g only in baltimore and chicago so far '
'0', '1467854706', 'Mon Apr 06 22:31:15 PDT 2009', 'NO_QUERY', 'ktribb80', "I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. "
